grain_id,grain_type,area,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,band_13,band_14,band_15,band_16,band_17,band_18,band_19,band_20,band_21,band_22,band_23,band_24,band_25,band_26,band_27,band_28,band_29,band_30,band_31,band_32,band_33,band_34,band_35,band_36,band_37,band_38,band_39,band_40,band_41,band_42,band_43,band_44,band_45,band_46,band_47,band_48,band_49,band_50,band_51,band_52,band_53,band_54,band_55,band_56,band_57,band_58,band_59,band_60,band_61,band_62,band_63,band_64,band_65,band_66,band_67,band_68,band_69,band_70,band_71,band_72,band_73,band_74,band_75,band_76,band_77,band_78,band_79,band_80,band_81,band_82,band_83,band_84,band_85,band_86,band_87,band_88,band_89,band_90,band_91,band_92,band_93,band_94,band_95,band_96,band_97,band_98,band_99,band_100,band_101,band_102,band_103,band_104,band_105,band_106,band_107,band_108,band_109,band_110,band_111,band_112,band_113,band_114,band_115,band_116,band_117,band_118,band_119,band_120,band_121,band_122,band_123,band_124,band_125,band_126,band_127,band_128,band_129,band_130,band_131,band_132,band_133,band_134,band_135,band_136,band_137,band_138,band_139,band_140,band_141,band_142,band_143,band_144,band_145,band_146,band_147,band_148,band_149,band_150,band_151,band_152,band_153,band_154,band_155,band_156,band_157,band_158,band_159,band_160,band_161,band_162,band_163,band_164,band_165,band_166,band_167,band_168,band_169,band_170,band_171,band_172,band_173,band_174,band_175,band_176,band_177,band_178,band_179,band_180,band_181,band_182,band_183,band_184,band_185,band_186,band_187,band_188,band_189,band_190,band_191,band_192,band_193,band_194,band_195,band_196,band_197,band_198,band_199,band_200,band_201,band_202,band_203,band_204,band_205,band_206,band_207,band_208,band_209,band_210,band_211,band_212,band_213,band_214,band_215,band_216,band_217,band_218,band_219,band_220,band_221,band_222,band_223,band_224,band_225,band_226,band_227,band_228,band_229,band_230,band_231,band_232,band_233,band_234,band_235,band_236,band_237,band_238,band_239,band_240,band_241,band_242,band_243,band_244,band_245,band_246,band_247,band_248,band_249,band_250,band_251,band_252,band_253,band_254,band_255,band_256
1,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,2210.0,220.39548,221.45656,222.28868,223.76787,225.40543,227.60272,229.41629,231.87738,234.36923,237.22353,240.23756,243.26833,246.68144,250.5113,254.10272,258.38098,262.58688,267.30453,272.29095,278.11673,283.84253,290.17963,297.04797,303.15973,310.49548,317.56516,326.0837,335.64435,344.9208,354.4593,364.34433,373.71402,384.37286,393.76334,405.1846,418.48508,429.4285,441.02127,453.37646,463.95972,475.02127,485.72443,496.3964,509.05566,522.7113,534.7688,545.3403,557.3412,565.98914,574.79504,585.2887,592.8448,602.4072,616.10046,628.58417,636.27423,645.38007,653.24207,660.024,669.4285,679.53394,688.0615,695.81946,706.4905,719.9077,730.30994,737.881,748.53754,756.4516,762.3285,769.0615,780.5489,792.3344,802.5611,811.20544,824.6611,840.76697,854.2923,863.8204,876.38416,891.6344,904.0566,913.0095,919.5769,928.40497,936.4783,954.8448,975.16016,990.96155,1005.557,1016.15564,1024.2524,1032.7787,1041.8181,1050.6326,1056.0339,1061.6652,1070.2325,1083.9697,1094.4629,1099.4539,1104.3828,1115.4199,1129.1583,1139.1,1140.6692,1135.0995,1123.1737,1106.1389,1088.233,1086.6055,1106.1842,1128.2068,1140.4393,1146.7683,1153.1869,1160.0366,1168.044,1173.6864,1185.066,1214.562,1253.391,1311.0933,1370.3444,1443.334,1526.996,1616.6588,1726.5687,1818.8425,1908.167,1987.7651,2062.7625,2168.624,2257.6973,2346.211,2408.4788,2444.7449,2496.3447,2531.982,2557.633,2587.078,2581.2449,2587.543,2584.5032,2563.5022,2552.6987,2535.267,2508.903,2502.8403,2485.4062,2465.823,2461.43,2458.6372,2460.6824,2487.7253,2506.4868,2514.4316,2527.344,2531.4756,2533.4678,2558.858,2590.7964,2621.1733,2652.2896,2679.7917,2680.115,2688.8474,2701.6353,2708.9338,2715.8696,2732.5286,2740.309,2737.9316,2735.6404,2737.5112,2727.9973,2725.9094,2735.4524,2747.786,2748.58,2753.3774,2754.5972,2740.7014,2719.9136,2709.0535,2696.19,2682.844,2668.8723,2667.272,2658.0452,2646.866,2618.4856,2585.0466,2538.3176,2483.3865,2430.6218,2387.8728,2349.9167,2312.633,2265.7947,2215.922,2162.985,2105.8064,2046.8448,1997.3113,1950.4987,1903.7299,1850.8995,1805.4946,1762.7009,1717.4167,1662.4113,1608.7172,1557.9764,1515.448,1467.7937,1424.8353,1389.0593,1357.6724,1325.1606,1289.8574,1251.681,1216.6877,1179.6384,1140.7765,1099.2697,1063.7104,1031.9801,1002.3828,969.6539,938.5127,910.5887,886.424,856.8738,827.70905,799.03754,774.2819,750.3941,726.96155,701.55835,680.30994,662.36066,644.8502,625.9023,606.4136,585.8104,567.55383,550.5172,532.1376,511.75974,492.8249,476.43033,462.34796,449.02716,434.60678,421.45612
2,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,202.0,215.67326,215.4604,215.60396,215.65347,215.81683,216.36139,216.76733,217.26733,218.0,218.9604,219.43564,220.77228,221.62871,223.40594,225.15842,227.36139,229.77722,232.49506,236.0396,239.24257,243.78712,248.97525,254.07426,260.76733,267.37128,275.1881,282.69305,291.49506,299.97525,309.72278,319.89108,331.10397,339.9802,350.3812,361.37128,374.1881,385.85147,400.44556,414.84158,431.72278,453.63367,475.4208,496.35147,515.56934,531.00494,548.6139,565.48517,583.1386,600.401,619.59406,641.4208,662.79205,681.0594,700.8267,718.94556,735.64355,753.7228,773.43567,791.23267,812.1733,838.61884,864.198,884.1782,905.8861,929.0396,957.4703,978.901,998.70294,1025.2673,1050.6387,1070.9357,1103.505,1135.1089,1169.4851,1199.1683,1221.5198,1251.7871,1285.0544,1314.7524,1340.4109,1371.1387,1399.8762,1419.297,1434.1387,1471.9456,1532.4802,1580.5248,1608.0594,1629.8762,1658.0891,1690.901,1722.3762,1743.5841,1769.6436,1801.896,1836.3663,1864.7921,1883.0841,1911.7623,1942.7673,1989.7129,2025.8514,2048.0444,2066.1138,2089.1138,2110.6733,2124.193,2120.589,2101.8613,2083.6584,2062.4355,2059.4456,2080.8564,2123.1536,2159.485,2180.5593,2199.1733,2219.8267,2241.7476,2254.4158,2267.1335,2275.1882,2294.5742,2315.817,2353.505,2369.589,2369.2327,2367.9702,2369.9258,2371.4604,2339.9702,2279.0593,2211.6436,2160.9456,2132.307,2120.1484,2100.5593,2060.0247,2017.4406,1967.7772,1933.7228,1903.7574,1876.5841,1843.4554,1815.2129,1785.8613,1767.2377,1755.198,1743.6534,1729.3663,1728.2921,1727.1089,1727.8861,1721.599,1720.1188,1724.1782,1736.9554,1754.3812,1777.6188,1796.6188,1801.9554,1790.203,1779.3069,1764.8564,1766.7772,1771.2722,1780.0544,1782.5198,1775.4604,1763.8564,1758.4357,1755.6387,1756.495,1754.6387,1748.9456,1734.6139,1721.5544,1712.8514,1696.0496,1683.9604,1668.1436,1656.1387,1648.104,1641.6881,1631.7278,1624.0544,1606.1238,1573.8168,1539.0347,1501.5841,1461.6931,1424.7574,1397.1633,1369.9653,1341.3663,1311.1287,1280.3514,1243.0742,1210.5941,1177.7871,1151.2228,1123.7722,1097.0198,1065.8564,1036.8466,1003.99506,974.3713,942.6782,912.69305,882.11884,860.698,839.09406,820.3366,804.4505,786.85645,770.9752,752.5396,731.39606,711.1782,692.04456,671.599,650.56433,632.0099,617.90594,600.55444,585.6782,569.4208,553.99506,539.70795,525.56433,511.0792,496.9703,484.69803,473.28217,461.3614,451.32672,441.10892,432.79208,424.80695,415.0495,405.35645,395.3614,383.76733,374.42575,364.5099,356.88614,349.11386,342.45544,334.4703,328.5693,321.9307,315.47525,309.12872,303.48514,297.11386,291.42575
3,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,127.0,214.74803,214.93701,215.05511,214.74803,215.31496,215.34645,216.0315,216.38583,216.70079,217.80315,218.37007,219.6063,221.13387,222.16536,223.89764,225.70079,228.35432,231.2441,234.51968,236.8189,241.00787,245.6693,256.29135,256.1811,262.6063,267.80316,275.03937,281.59842,290.8504,299.77167,308.8504,318.77954,331.1181,341.6614,353.64566,365.28348,378.04724,390.88977,403.44095,417.92914,435.40945,451.7953,468.1496,484.65353,497.77167,513.83466,530.95276,545.4094,560.7402,581.34644,603.8504,622.62994,640.0,659.16534,673.77954,688.54333,710.5591,728.7008,748.92126,767.0866,793.4252,818.7953,839.7008,859.9055,884.5906,908.89764,932.1417,952.1102,980.03937,1004.8268,1028.7874,1056.1969,1093.2362,1123.5669,1152.5906,1179.7559,1212.5197,1243.4882,1271.8188,1299.0315,1330.0157,1356.6929,1377.5748,1399.3229,1446.6614,1504.5433,1549.2441,1577.5591,1601.7323,1633.2205,1669.9843,1693.6536,1721.8583,1745.3307,1784.1812,1826.3622,1852.6536,1873.9448,1896.9133,1943.0472,1994.9685,2026.126,2046.748,2066.2441,2089.9685,2113.0474,2124.7402,2121.504,2115.937,2104.4802,2087.4172,2061.8662,2068.2913,2108.1968,2156.2363,2178.0393,2197.4172,2222.441,2242.567,2255.559,2265.063,2266.9763,2279.0945,2304.5276,2322.7795,2333.3938,2342.6772,2352.559,2377.5906,2384.3308,2362.9133,2299.7874,2230.8818,2179.8267,2153.0315,2133.1338,2106.4253,2068.63,2023.9685,1984.5433,1951.7323,1920.2362,1896.8976,1862.3937,1832.3071,1805.1417,1795.1969,1782.937,1772.063,1770.4567,1778.9843,1784.9055,1790.063,1788.6456,1789.9213,1791.6299,1804.5669,1834.2992,1860.2992,1875.2834,1875.0,1861.6063,1850.9606,1850.7874,1852.6536,1862.0787,1869.5669,1866.6221,1856.5039,1851.8898,1843.4882,1841.4409,1845.2914,1840.2914,1841.7795,1826.7401,1823.6456,1808.4174,1796.9291,1773.4803,1760.8268,1743.4489,1727.4646,1719.3307,1709.7559,1695.9291,1671.3544,1636.126,1598.2834,1559.8661,1517.6141,1480.1182,1455.5433,1424.937,1388.6299,1351.937,1316.0552,1273.3701,1241.4724,1207.7559,1179.7716,1151.4724,1124.7323,1089.2599,1056.5591,1027.0709,995.4803,962.6457,930.6693,901.063,876.04724,852.3937,830.9685,811.98425,796.3307,776.4409,757.8583,737.4724,716.0945,694.8425,672.9764,654.8583,635.2598,619.3858,601.95276,586.4724,569.19684,553.66144,538.5591,524.2598,509.31497,496.64566,483.1811,472.81104,461.58267,449.98425,442.41733,433.1811,422.64566,410.5118,399.2047,388.02362,378.3071,368.44882,359.2047,352.56693,344.90552,338.9685,332.0866,326.0315,318.74014,313.18896,306.38583,300.063,294.86615,288.2756
4,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,191.0,215.71204,215.63351,215.82199,216.7958,216.09424,216.49214,216.66492,216.89005,217.49738,218.25131,218.7958,219.68587,220.84818,221.67015,223.12042,225.08377,226.7958,229.6754,232.26701,235.07854,239.58115,242.95288,247.40314,253.4712,258.9005,265.73297,272.87436,281.0,288.91098,297.65445,307.59686,318.30365,330.02618,342.2094,355.2827,368.7225,382.27225,396.822,410.5864,426.0576,443.3822,460.49738,478.92148,498.84293,515.3455,531.94763,546.911,561.77484,576.4817,589.3717,606.9267,624.77484,642.6335,661.1204,682.5654,701.64923,719.2199,736.3351,761.41364,783.801,810.644,839.89526,869.3717,893.53406,919.1257,951.71204,983.02094,1006.644,1032.534,1056.691,1078.9686,1104.3927,1132.4503,1166.8848,1197.4451,1226.1675,1248.4032,1278.1832,1314.0732,1340.1832,1364.5549,1391.623,1416.1204,1433.4241,1449.2356,1493.6754,1548.5707,1582.5759,1609.7749,1630.4346,1660.2461,1686.4293,1714.1832,1739.0785,1763.0366,1786.7905,1810.7905,1837.2985,1856.9581,1879.5917,1914.7225,1955.6388,1982.8325,1997.2303,2001.0732,2012.0785,2020.2356,2008.0471,1978.534,1939.8796,1914.5654,1924.6649,1956.7539,1975.9948,1991.1519,2003.5602,2024.89,2043.5393,2070.0732,2104.267,2144.3247,2184.5027,2228.1152,2287.1624,2345.0522,2389.7224,2413.5708,2413.4607,2410.7017,2402.0786,2376.6753,2326.6753,2261.4922,2211.424,2186.1309,2174.4973,2164.419,2142.911,2100.5708,2050.2827,2011.6125,1978.4869,1946.9371,1913.0,1880.0995,1844.1571,1823.5707,1810.8481,1797.9215,1784.9058,1774.3403,1765.2461,1767.0105,1764.2146,1761.712,1760.377,1766.0419,1774.0157,1796.8481,1818.4293,1826.1309,1820.1309,1805.7015,1788.2985,1782.6335,1785.5497,1787.5236,1789.2722,1789.3141,1784.6702,1775.8115,1772.9215,1776.1937,1768.9529,1769.0419,1759.3351,1751.6702,1735.5707,1725.2722,1710.4817,1695.733,1680.5131,1670.3875,1663.5078,1656.3561,1652.8429,1639.199,1614.8273,1582.4607,1542.3561,1506.4032,1464.3875,1432.6597,1415.3875,1384.6859,1355.6073,1323.3717,1288.9005,1253.9634,1218.021,1187.0157,1155.3246,1130.0629,1105.3141,1077.3298,1046.1466,1016.8063,984.48694,954.10474,925.27747,898.2461,874.9005,854.5026,836.8743,818.089,805.3089,787.3351,768.8377,749.05237,725.82196,704.267,681.7382,663.3665,643.37695,625.64923,609.5445,594.9843,581.69635,566.00525,557.2356,538.4555,523.1257,509.03665,497.32462,484.81152,472.62827,460.61258,450.76962,442.58115,433.04712,424.3403,412.8691,402.36127,390.68063,380.70157,371.0733,362.67538,353.73297,347.02618,340.08902,332.96335,326.1466,320.0314,314.5916,307.49216,301.178
5,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,90.0,215.72223,215.57777,216.27777,215.81111,215.77777,216.46666,216.22223,216.95555,217.46666,218.2111,219.32222,220.3,221.18889,222.54445,222.88889,226.26666,227.5,230.23334,232.97778,235.37778,239.05556,243.35556,247.82222,254.3,258.9111,265.67776,273.23334,280.06668,288.1889,297.0111,305.85556,317.16666,328.52222,340.17776,353.34445,364.5778,378.45557,392.8111,406.14444,420.04443,435.82224,455.8889,471.27777,488.1889,506.65555,524.2222,539.58887,556.3778,575.94446,593.1111,613.75555,631.8,651.5222,672.6,693.2222,708.7889,725.1778,743.07776,762.63336,782.4667,807.63336,832.36664,854.3555,872.1111,898.9889,923.6111,945.2222,967.0,993.5333,1013.56665,1038.0,1067.1555,1096.6444,1133.5889,1161.711,1185.4222,1208.3,1240.6555,1270.6555,1295.9667,1317.8223,1353.1,1371.0111,1384.5778,1416.2333,1466.4445,1523.0,1550.0889,1572.1222,1597.4889,1632.3889,1657.8889,1687.9667,1709.6333,1743.2222,1775.4889,1806.3112,1827.9111,1853.9222,1883.8112,1929.3667,1965.6888,1993.5333,2004.9778,2024.9667,2050.3333,2064.189,2055.7666,2031.3889,2006.6777,1991.8112,1994.9778,2027.9333,2062.3667,2093.7888,2112.8223,2128.9333,2150.0222,2176.7556,2202.1333,2222.2444,2248.922,2268.2,2310.8667,2353.6223,2383.0222,2391.8777,2387.9888,2389.5112,2375.2444,2350.6445,2290.1667,2220.3333,2174.9888,2150.7222,2134.1223,2121.9443,2089.2666,2044.3889,1996.7444,1962.7444,1928.9889,1901.3334,1870.4556,1837.4333,1806.6222,1788.4778,1777.8667,1763.6555,1753.6888,1742.5667,1740.211,1734.7778,1737.6444,1730.2,1733.9778,1737.7667,1752.0333,1771.4889,1801.8667,1805.7,1802.2556,1787.6222,1774.7444,1768.7222,1773.8667,1786.3112,1789.5333,1786.3445,1774.4667,1757.6777,1751.4333,1750.9778,1742.1111,1739.8667,1732.6777,1719.6333,1713.6555,1703.8,1688.7333,1672.3556,1660.5889,1648.5222,1635.7333,1636.0889,1627.7222,1614.4778,1594.2222,1562.0778,1521.7333,1484.6,1440.5444,1410.4667,1386.3,1364.0222,1339.0889,1307.6111,1276.7667,1237.711,1204.4667,1169.5889,1140.0222,1112.4778,1082.1222,1057.6888,1025.211,995.1889,962.3,933.54443,902.3889,876.1445,857.05554,835.5111,818.8444,803.1889,785.04443,768.0222,751.3444,730.74445,710.7,691.3222,669.6111,650.6667,632.36664,616.3889,600.58887,585.8778,571.9,559.2111,540.2778,527.94446,513.44446,499.56668,485.15555,474.14444,462.06668,451.43332,442.46667,434.0778,423.72223,414.62222,404.85556,394.75555,382.6,374.52222,365.74445,357.16666,349.4111,343.05554,335.33334,329.54443,324.1,316.96667,311.71112,305.4,298.4111
6,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,161.0,215.441,215.67702,215.67702,215.50932,215.52795,216.01863,216.42236,216.95032,217.36646,218.03726,218.39752,218.65218,220.07454,221.76398,222.96895,224.83229,227.20497,229.3354,231.42236,234.72672,237.62733,242.1118,246.40373,252.14906,258.13666,264.46585,270.62732,279.06833,285.99377,295.56522,304.39752,314.33542,323.15527,331.77017,344.03107,355.1801,366.8199,378.882,392.56522,407.82608,428.60248,448.3851,470.19254,485.0,502.35403,516.8571,535.1739,551.86334,566.32916,585.8571,609.8385,626.8385,643.42236,664.3851,682.90063,697.75775,715.236,734.2671,751.7888,771.3913,795.74536,820.47205,840.97516,862.13666,884.02484,910.98755,929.0745,950.13666,975.7329,1001.57764,1019.96893,1048.9379,1081.0746,1114.4037,1143.3727,1163.6832,1191.2795,1221.559,1249.4286,1276.323,1303.5155,1330.6086,1346.3105,1363.323,1398.2609,1457.7142,1499.3354,1527.7081,1547.7701,1572.6335,1602.503,1631.0,1651.4596,1674.0497,1704.7267,1735.6895,1761.3665,1777.5776,1800.6398,1834.9379,1874.9193,1902.354,1920.6149,1930.2919,1941.7019,1955.9379,1966.0869,1956.7454,1933.7267,1908.2484,1882.472,1875.6025,1888.677,1920.7826,1950.1987,1970.826,1989.8013,2010.7329,2038.5963,2064.348,2091.441,2116.913,2150.5715,2194.4348,2240.385,2264.0186,2277.6584,2281.41,2296.3726,2302.3044,2281.298,2221.8945,2159.6335,2112.913,2093.0374,2078.8074,2059.6956,2023.8447,1980.1615,1938.969,1905.1987,1879.7516,1851.8882,1825.0559,1792.4534,1765.9628,1747.8944,1741.497,1729.7205,1718.3851,1715.9503,1712.3975,1716.7639,1712.6025,1713.4037,1716.6398,1732.4845,1745.9254,1774.3975,1787.795,1796.9441,1789.9316,1775.8198,1763.2546,1765.2609,1771.3478,1776.5093,1782.4286,1771.7267,1763.8695,1757.7578,1756.8385,1753.0435,1754.4534,1747.0062,1740.9069,1721.5217,1714.6211,1699.3851,1686.6522,1673.969,1657.7888,1651.6149,1645.323,1636.0559,1629.0187,1610.9379,1576.1305,1543.1243,1504.1118,1466.3043,1430.4473,1402.5093,1375.1802,1346.9193,1316.323,1284.4845,1250.2112,1215.0187,1181.969,1152.2795,1126.1366,1100.9316,1069.0746,1041.2236,1007.3354,975.24225,946.45966,915.41614,889.57764,862.86957,842.18634,824.6087,808.08075,790.087,773.1615,755.7205,734.88196,715.25464,692.06213,673.7826,654.79504,635.2298,618.06213,603.09314,586.3602,572.2485,557.54034,543.1987,525.75775,512.2733,498.02484,487.9441,474.8385,463.42236,452.98135,444.02484,434.23602,426.65216,417.09937,407.14285,395.53415,385.54657,376.40372,365.6584,358.01242,350.40994,342.56522,335.70807,329.1677,323.03107,316.26086,310.59006,303.47827,298.0435,292.73914
7,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,248.0,214.80646,214.96774,214.75403,214.95967,215.50403,215.48387,215.61693,216.3508,216.8508,217.48387,217.83467,219.06049,220.02016,221.2621,223.71371,224.93146,227.16533,230.17741,233.18146,236.21774,239.6008,243.4879,249.54839,253.83871,260.19354,266.0645,273.5887,280.36694,288.6371,297.5847,307.30243,317.31854,329.1613,339.04434,350.74597,362.75806,375.25806,388.77823,402.02017,416.85886,435.2097,452.0,467.50806,484.13306,501.68146,516.74194,534.1976,551.8871,568.25,587.5645,612.00806,631.9395,649.29034,671.0968,687.5605,703.13306,723.29034,742.875,762.7016,783.496,807.246,833.0726,853.61694,873.5444,898.9073,924.3306,945.2056,966.16534,992.04034,1019.80646,1039.9193,1068.7258,1100.7258,1132.867,1158.0646,1184.0161,1214.8186,1242.4758,1267.6733,1292.5121,1325.7178,1347.6371,1368.504,1386.5524,1432.5121,1486.6089,1524.3226,1546.5524,1566.0161,1593.1976,1620.621,1643.4436,1664.7983,1685.9354,1720.492,1758.2983,1782.9517,1802.8024,1823.3104,1862.6532,1899.7863,1924.1049,1931.246,1945.3267,1957.871,1970.6653,1970.2742,1960.0524,1944.3186,1918.5524,1886.5968,1854.2822,1849.121,1875.008,1910.7178,1928.4153,1944.7299,1971.0363,1997.4879,2030.7339,2062.8992,2097.9597,2147.1733,2203.2822,2252.4153,2289.9314,2318.5122,2356.242,2388.7217,2414.9072,2401.0525,2351.4517,2289.609,2239.4475,2212.9153,2200.0364,2175.1855,2133.1936,2089.9072,2052.6047,2021.3589,1993.2742,1967.0928,1936.246,1904.3468,1878.7299,1858.1936,1843.504,1837.2742,1836.383,1844.8589,1854.8428,1861.383,1859.8104,1863.3871,1869.004,1888.0483,1917.8267,1945.2379,1960.5,1962.996,1951.254,1945.1371,1942.9718,1950.7057,1959.2258,1967.1854,1962.5,1954.625,1946.8992,1944.4032,1941.5646,1947.5968,1948.2178,1949.9314,1939.0686,1928.2782,1921.9839,1903.1613,1881.3064,1870.4113,1853.7782,1835.9314,1828.5443,1817.8267,1801.3911,1776.6411,1743.8468,1703.3871,1659.9193,1618.5403,1580.0767,1553.5887,1518.9637,1484.7299,1445.254,1406.0161,1365.4517,1327.742,1291.2097,1260.3387,1233.8468,1202.3104,1168.1089,1133.1089,1096.1129,1061.996,1029.6411,996.33466,965.4556,938.7661,912.0444,888.10486,869.2621,850.7621,829.879,807.7379,783.746,761.8589,738.8226,717.8266,695.19354,675.04034,659.14514,640.08466,622.9073,605.8871,588.3992,572.63306,555.8468,540.6008,526.0605,512.31854,498.74194,487.4113,476.72983,466.1371,455.5,447.27823,434.49194,423.70566,411.3105,399.6371,389.59677,379.6734,370.7258,362.5766,353.86694,346.6129,339.33066,331.99597,324.4758,318.0242,311.8266,304.52017,298.4637
8,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,194.0,216.02061,215.83505,215.84021,215.90207,216.01031,217.00516,217.36082,217.78351,218.46907,219.32474,220.06702,221.4433,222.44846,224.41753,226.00516,228.07216,231.04639,233.54124,237.1134,241.11856,245.11856,249.71649,254.79381,260.5309,268.1701,275.12372,282.63916,291.28867,300.3402,309.72165,318.76804,329.80927,345.13916,355.6598,368.6031,382.68042,396.13916,410.40723,425.14432,441.40207,457.9897,476.56186,495.8866,511.57217,530.4794,544.62885,563.0361,579.6701,595.57733,615.02576,636.3763,657.0516,677.7783,699.79895,720.59796,737.45874,752.9536,771.933,790.8815,813.067,836.15466,862.45874,885.8299,903.4897,923.80927,950.62885,973.0464,993.1237,1017.59796,1038.4845,1064.5413,1091.3917,1125.5773,1161.7319,1193.5464,1214.366,1240.8557,1274.1134,1303.7834,1327.6649,1354.6392,1383.9227,1399.7062,1409.0464,1436.2319,1489.7423,1537.2062,1568.2166,1590.7577,1616.6547,1652.8041,1691.9587,1721.6031,1745.299,1773.8505,1806.0155,1837.7113,1856.8247,1883.2113,1912.6649,1957.2319,1997.8505,2026.3196,2043.4124,2059.2783,2082.402,2097.5154,2089.9175,2070.9226,2049.7783,2040.5155,2048.5723,2079.8145,2119.3762,2153.371,2175.8608,2196.4072,2216.9124,2240.6702,2261.1494,2281.0154,2293.366,2311.9485,2341.5103,2388.2578,2408.4434,2415.2527,2410.1855,2410.0205,2401.397,2372.8608,2308.1443,2242.8093,2197.0464,2176.402,2168.3042,2149.9897,2114.3813,2069.1958,2020.1443,1981.4124,1951.1495,1922.1495,1884.8557,1856.1907,1824.1392,1808.5773,1796.83,1781.6598,1771.5258,1764.5721,1760.4124,1759.6495,1757.5155,1756.7938,1760.8866,1770.9639,1785.9794,1811.2474,1826.701,1835.0619,1826.9536,1816.4381,1798.4949,1803.5825,1805.9897,1814.7732,1823.9949,1822.9485,1815.5413,1807.4794,1800.8917,1797.8196,1792.5,1790.6753,1786.1495,1772.2166,1760.701,1747.9536,1732.0,1712.0155,1700.2319,1687.7319,1681.701,1676.67,1668.8557,1655.5928,1628.5,1593.6855,1554.2217,1515.8608,1475.1804,1443.7423,1416.8351,1392.5928,1367.17,1334.9845,1301.4434,1265.0361,1228.6031,1195.67,1166.9691,1137.9587,1105.5051,1078.7577,1046.799,1014.86597,981.8505,951.68555,921.62885,895.4382,872.64435,850.74744,833.4794,817.95874,800.2268,782.9433,763.80414,742.9949,723.933,702.69073,681.2217,661.9794,643.2783,627.9949,611.8505,596.5051,580.46906,565.9536,551.933,537.7217,522.5206,508.0309,492.9536,482.31958,469.29382,458.4897,449.1134,438.74744,429.62372,419.70102,408.84537,398.28867,389.36597,378.74744,370.20102,361.97937,353.3969,346.57733,338.57733,332.08762,326.23712,320.07217,313.26288,307.18042,301.3299
9,partial-dataset/Data-VIS-20170117-1-room-light-off/CS6-01.hdr,630.0,219.00159,219.93968,219.95238,220.64603,221.4,222.37936,223.40475,224.60477,226.02222,227.47937,228.88571,230.40158,232.28572,234.28572,235.88889,238.01428,240.27142,242.62857,245.2254,247.99683,250.92857,254.13809,257.97144,261.46826,265.33493,268.60477,273.23175,277.53174,282.10318,286.91745,291.87143,296.5365,301.23016,306.2857,312.44287,318.71906,324.23016,328.87143,335.42856,340.9651,346.273,350.85397,356.95715,363.0619,370.09525,376.01904,381.55872,387.47302,392.14444,396.6889,402.41428,406.26508,411.9746,418.74127,424.49683,430.1508,434.5016,438.92538,443.63174,449.08096,455.82858,462.01746,467.54602,474.3095,483.9127,491.0651,498.0127,504.50476,511.69366,515.93494,521.4667,526.3873,532.34283,537.8905,540.4873,545.3143,550.25555,555.1889,556.4762,559.4619,562.6667,566.0857,568.0952,567.8905,570.05237,572.3095,580.4667,588.79364,595.6079,602.6524,607.3937,612.1286,615.76666,620.93335,625.4651,630.07935,633.70953,637.9254,645.30634,652.2381,656.21747,658.6,664.43176,671.3762,678.20953,681.0365,680.7111,676.8778,670.3714,665.55237,670.727,686.6429,706.4016,723.2778,739.3254,760.7413,783.873,812.2841,846.9254,889.7143,943.28253,1012.3794,1098.6412,1196.2524,1295.6635,1395.2396,1504.5476,1619.1968,1718.2556,1790.9191,1858.3969,1925.2858,1996.7031,2066.1777,2127.4539,2172.519,2205.616,2234.5366,2264.0032,2290.5144,2302.9285,2305.0413,2306.743,2299.154,2297.7,2287.6191,2273.0984,2261.2888,2258.2683,2251.819,2248.7793,2246.5461,2255.1587,2277.538,2305.4746,2332.7842,2348.8967,2358.3872,2370.127,2391.0286,2422.4683,2455.6794,2492.9365,2526.67,2551.111,2562.9126,2573.973,2584.5938,2599.4316,2615.2507,2631.7969,2637.5667,2637.1985,2630.6143,2631.7222,2630.9207,2639.9905,2639.165,2645.884,2648.592,2650.335,2643.1365,2632.4792,2607.973,2586.3872,2561.5571,2548.3079,2536.7983,2527.0825,2506.3777,2480.4348,2440.2126,2394.6016,2342.062,2291.9507,2240.7666,2191.2778,2141.3364,2099.473,2047.7333,1996.7509,1939.127,1884.1698,1828.4238,1776.9984,1726.4318,1678.9889,1633.8635,1591.8715,1547.7905,1498.1809,1447.6412,1398.3397,1352.9556,1312.0714,1272.4476,1236.1079,1202.3699,1169.7572,1137.2699,1106.9857,1074.4365,1042.5397,1008.70636,974.00476,941.66034,910.48096,881.68414,854.6206,827.6222,805.1667,782.1413,757.8778,732.57776,709.55554,686.08093,665.09204,644.1635,625.2032,607.0762,590.97144,574.4365,558.1778,542.1746,526.7619,511.59683,495.88095,480.4746,465.48413,450.40475,436.08096,423.41904,410.35873,400.01587,388.76508,378.85397
